"Time (s)","CPU (%)","MEM (kB)"
0,446.2,4384
5,487.4,4584
10,476.8,4584
16,468.0,4596
21,469.9,4601
26,490.2,4608
31,501.0,4624
36,443.6,4624
42,462.3,4624
47,467.8,4624
52,463.1,4624
57,481.0,4624
62,491.6,4632
67,498.6,4636
73,488.2,4636
78,492.4,4636
83,479.8,4636
88,485.2,4656
93,462.9,4656
99,471.2,4656
104,470.0,4656
109,483.4,4656
114,497.0,4656
119,493.3,4656
