"Time (s)","CPU (%)","MEM (KB)","Bandwidth (KB/s)","Bandwidth Utilization (%)","Open Sockets"
0,105.4,15358,15117.4,1.18,0
6,1227.2,131716,22734.1,1.78,778
11,1200.6,132137,22639,1.77,801
16,1207.7,132165,22664.1,1.77,807
21,1159,132164,22304.2,1.74,799
27,1221.5,132327,22416.5,1.75,799
32,1195.9,132398,22417.3,1.75,796
37,1196.1,132376,22296.5,1.74,790
42,1194.5,132484,22400,1.75,804
48,1181.5,132525,22538.2,1.76,798
53,1195.5,132461,22539.9,1.76,797
58,1196.1,132652,22552.7,1.76,796
63,1208.1,132655,22363.7,1.75,797
69,1202.6,132676,22393.5,1.75,798
74,1202.6,132751,22337.4,1.75,806
79,1215,132771,21886.4,1.71,799
84,1214,132776,21898,1.71,795
90,1208.7,132797,21912.2,1.71,794
95,1208.7,132792,21923.7,1.71,791
100,1227,132848,21951.6,1.71,795
106,1201.4,132835,22545.8,1.76,794
111,1207.3,132846,22495.6,1.76,799
116,1207.5,132857,22468.6,1.76,802
121,606.7,132896,2209.07,0.17,790
