"Time (s)","CPU (%)","MEM (kB)"
0,2950,109116
5,2849,305184
11,2755,432424
16,2754,570340
21,2743,823912
26,2727,904352
31,2672,1081684
37,2635,1162196
42,2672,1420800
47,2680,1417160
52,2665,1723088
57,1532,1723088
62,100.6,2366336
68,0,0
