"Time (s)","CPU (%)","MEM (kB)"
0,100.0,3693
5,100.0,3772
10,100.2,3789
16,100.0,3796
21,100.0,3796
26,100.2,3800
31,100.0,3812
36,99.8,3816
42,100.2,3816
47,99.8,3817
52,100.0,3824
57,100.2,3832
62,100.0,3832
68,99.8,3844
73,100.0,3852
78,100.2,3860
83,100.0,3876
88,99.8,3876
93,100.0,3877
99,100.0,3876
104,99.8,3877
109,100.0,3880
114,99.8,3881
119,100.0,3884
