"Time (s)","CPU (%)","MEM (kB)"
0,304.4,4015
5,292.0,4195
10,299.8,4218
15,297.4,4227
20,286.4,4235
26,272.3,4244
31,314.6,4243
36,313.8,4248
41,304.0,4250
46,297.6,4259
51,280.0,4259
57,287.2,4258
62,304.0,4258
67,288.8,4268
72,298.6,4267
77,299.6,4284
83,300.4,4282
88,278.4,4284
93,291.0,4284
98,279.6,4283
103,298.0,4283
108,304.8,4282
114,282.2,4283
119,306.7,4287
