"Time (s)","CPU (%)","MEM (kB)"
0,291.4,2833
5,292.2,3154
11,243.3,3168
16,284.0,3181
21,274.3,3185
26,283.6,3183
31,278.4,3196
36,294.8,3196
42,276.2,3203
47,287.8,3203
52,296.6,3208
57,280.0,3209
