"Time (s)","CPU (%)","MEM (KB)","Bandwidth (KB/s)","Bandwidth Utilization (%)","Open Sockets"
0,74.5,1495,93094.6,7.27,7
5,75.8,1603,98432.4,7.69,9
10,72.9,1632,97832,7.64,7
16,73.4,1631,96704.2,7.56,7
21,75.6,1654,96213.9,7.52,7
26,72.3,1663,91059.4,7.11,6
31,75.8,1676,95834.9,7.49,9
36,78.2,1674,94540.2,7.39,9
42,72.1,1684,96929.2,7.57,5
47,76.0,1691,90160.1,7.04,9
52,75.2,1711,94850.3,7.41,7
57,80.0,1711,51113.5,3.99,8
