"Time (s)","CPU (%)","MEM (KB)","Bandwidth (KB/s)","Bandwidth Utilization (%)","Open Sockets"
0,7.0,1559,2017.07,0.16,10
5,7.2,1572,2016.93,0.16,10
11,7.2,1996,2016.93,0.16,10
16,5.6,2000,2016.93,0.16,10
21,6.4,1999,2017.15,0.16,10
26,7.0,1998,2016.96,0.16,10
31,7.6,1998,2016.93,0.16,10
37,7.4,2027,2016.95,0.16,10
42,7.2,2003,2016.94,0.16,10
47,7.4,2005,2016.95,0.16,10
52,7.2,2003,2015.5,0.16,10
58,0.0,2003,1087.94,0.08,10
