"Time (s)","CPU (%)","MEM (KB)","Bandwidth (KB/s)","Bandwidth Utilization (%)","Open Sockets"
0,13.0,1510,4033.98,0.32,10
5,12.8,1503,4034.76,0.32,9
10,13.0,1948,4032.67,0.32,10
15,13.4,1940,4033.89,0.32,10
20,13.2,1944,4033.42,0.32,10
26,11.2,1952,4033.67,0.32,10
31,13.2,1940,4033.98,0.32,10
36,14.8,1940,4033.47,0.32,10
41,12.2,1953,4034.24,0.32,10
46,12.8,1943,4034.49,0.32,10
52,12.8,1943,4035.15,0.32,10
57,13.3,1943,2169.69,0.17,10
