"Time (s)","CPU (%)","MEM (kB)"
0,445.2,3067
6,475.4,3312
11,468.6,3319
16,458.4,3322
21,483.0,3330
26,485.2,3338
32,467.5,3338
37,471.4,3346
42,477.6,3345
47,430.2,3354
52,485.4,3366
57,420.0,3374
