"Time (s)","CPU (%)","MEM (kB)"
0,279.2,2890
5,290.2,3062
10,307.6,3114
16,299.2,3146
21,306.4,3146
26,249.9,3150
31,277.0,3150
36,290.8,3150
42,263.6,3154
47,276.2,3154
52,302.6,3158
57,295.2,3158
62,286.6,3162
67,306.0,3166
73,266.9,3171
78,289.4,3170
83,274.8,3174
88,281.0,3174
93,299.4,3178
99,302.0,3178
104,277.4,3182
109,288.8,3186
114,285.0,3186
119,273.3,3186
