"Time (s)","CPU (%)","MEM (kB)"
0,100.0,4452
5,99.8,4897
10,100.0,4908
15,100.0,4916
20,100.0,4928
26,100.0,4940
31,100.0,4944
36,100.2,4944
41,100.2,4952
46,99.8,4964
51,100.0,4965
57,100.0,4965
62,99.8,4964
67,100.2,4972
72,100.0,4984
77,99.8,4984
83,99.8,4988
88,100.0,4988
93,100.0,4992
98,99.8,4992
103,99.8,4996
109,99.8,5000
114,99.8,5004
119,100.0,5004
