"Time (s)","CPU (%)","MEM (kB)"
0,100.0,2595
5,100.0,2659
10,100.2,2670
15,100.0,2679
21,99.8,2690
26,99.8,2699
31,100.0,2702
36,100.2,2718
41,99.8,2727
47,100.2,2726
52,99.8,2729
57,100.0,2733
