"Time (s)","CPU (%)","MEM (KB)","Bandwidth (KB/s)","Bandwidth Utilization (%)","Open Sockets"
0,98.6,3341,54104.1,4.23,5
5,100.0,9159,55628.7,4.35,2
10,99.8,15150,55633,4.35,0
15,100.0,21148,55679.2,4.35,0
21,100.0,27209,40938.4,3.20,0
