"Time (s)","CPU (%)","MEM (kB)"
0,3103,33303
6,2788,851299
11,2926,870835
16,3125,905823
21,3127,904431
26,3648,899814
31,3753,1021343
37,3731,990787
42,3732,1056762
47,3797,1001591
52,3823,1094127
57,3733,1063311
