"Time (s)","CPU (%)","MEM (KB)","Bandwidth (KB/s)","Bandwidth Utilization (%)","Open Sockets"
0,2946,141920,153433,11.99,0
5,2882,325308,168608,13.17,494
11,2806,446228,172736,13.49,495
16,2783,579280,174453,13.63,488
21,2749,787912,175499,13.71,484
26,2747,988312,178022,13.91,494
31,2764,1304692,178887,13.98,491
37,2741,1173196,176098,13.76,490
42,2745,1448092,180422,14.10,492
47,2734,1425708,172980,13.51,486
52,2737,1644440,180587,14.11,490
58,2704,1651576,173157,13.53,489
63,2723,2151268,180046,14.07,483
68,2745,2145364,181054,14.14,487
73,2683,2140820,168512,13.16,489
78,2713,2422412,180697,14.12,488
84,2724,2450108,180811,14.13,486
89,2635,2469920,170807,13.34,490
94,2742,3436404,181581,14.19,495
99,2724,3233144,181135,14.15,493
104,2717,3233156,181213,14.16,493
110,2719,3233164,181611,14.19,487
115,2632,3394008,165110,12.90,497
120,2715,3953692,181421,14.17,492
125,2716,3953788,181820,14.20,485
131,2714,3953864,181614,14.19,488
136,2726,3953864,182041,14.22,491
141,2559,3953872,165854,12.96,494
146,2724,5480212,180091,14.07,484
151,2718,4945192,181368,14.17,490
157,2701,4921856,180924,14.13,488
162,2715,4921864,182000,14.22,490
167,2702,4921864,181459,14.18,487
172,2704,4921868,181490,14.18,472
177,2469,4921868,158839,12.41,487
183,2722,6099972,182292,14.24,494
188,2721,6089392,181792,14.20,493
193,2721,6089424,182288,14.24,496
198,2716,6089428,182458,14.25,484
204,2709,6089428,181763,14.20,492
209,2705,6087380,181130,14.15,491
214,2721,6087380,182494,14.26,493
219,2511,6087380,165696,12.95,493
224,2552,7992908,161249,12.60,498
230,2721,7534308,180194,14.08,490
235,2721,7538824,182578,14.26,492
240,2717,7539904,182439,14.25,493
245,2720,7539920,182236,14.24,490
250,2715,7539920,182008,14.22,491
256,2726,7539920,181973,14.22,489
261,2732,7539920,182267,14.24,494
266,2705,7539920,182242,14.24,488
271,2657,7539940,180233,14.08,496
277,2341,7539940,151331,11.82,492
282,2649,10718384,177324,13.85,493
287,2653,9431580,180970,14.14,496
292,2685,9435984,182175,14.23,490
297,1478,9417572,103292,8.07,490
303,100.6,9417924,0,0.00,499
308,100.4,9417924,0,0.00,499
313,100.4,9417924,0,0.00,499
318,100.2,9417924,0,0.00,499
323,100.6,9417924,0,0.00,499
329,100.4,9417924,12.82,0.00,499
334,100.0,9417924,19.25,0.00,499
