"Time (s)","CPU (%)","MEM (KB)","Bandwidth (KB/s)","Bandwidth Utilization (%)","Open Sockets"
0,106,15231,10284.6,0.80,0
6,794.1,104257,15554.5,1.22,572
11,814.6,104741,15470.5,1.21,608
16,806.9,104887,15573.2,1.22,573
21,794.5,104947,15500.5,1.21,608
27,800.6,105053,15523.2,1.21,605
32,794.5,105087,15362,1.20,608
37,801.2,105238,15451.3,1.21,608
43,806.7,105198,15478.4,1.21,596
48,807.3,105285,15592.7,1.22,608
53,794.5,105350,15534.8,1.21,602
58,794.9,105486,15547.4,1.21,608
64,801.6,105419,15560.2,1.22,584
69,801.2,105481,15558.8,1.22,608
74,787.4,105526,15510.3,1.21,558
79,814.8,105561,15298.1,1.20,608
85,820.7,105631,15362.5,1.20,588
90,777,105603,15235.6,1.19,603
95,806.9,105680,15357.7,1.20,607
100,794.3,105693,15201.1,1.19,608
106,787.6,105679,15211.1,1.19,607
111,776.8,105705,15193.4,1.19,608
116,807.3,105803,15283.4,1.19,607
121,406.7,105808,1812.62,0.14,602
