Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1730525442,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1730525443,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1730525444,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1730525445,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1730525446,3,GET,/,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3506,0,1,0.708752048770164,0.3759749997698236,114.45106999963173,612.0
1730525446,3,,Aggregated,0.000000,0.000000,1,1,1,1,1,1,1,1,1,110,110,3506,0,1,0.708752048770164,0.3759749997698236,114.45106999963173,612.0
1730525447,4,GET,/,0.000000,0.000000,1,1,1,1,1,1,1,1,1,1,1,3506,0,1,0.708752048770164,0.3759749997698236,114.45106999963173,612.0
1730525447,4,,Aggregated,0.000000,0.000000,1,1,1,1,1,1,1,1,1,110,110,3506,0,1,0.708752048770164,0.3759749997698236,114.45106999963173,612.0
1730525448,5,GET,/,1860.000000,0.000000,1,1,1,1,1,1,1,1,2,110,110,20571,0,1,0.6283488908580251,0.33362099929945543,114.45106999963173,612.0
1730525448,5,,Aggregated,1860.000000,0.000000,1,1,1,1,1,1,1,1,2,110,110,20571,0,1,0.6283488908580251,0.33362099929945543,114.45106999963173,612.0
1730525449,6,GET,/,1860.000000,0.000000,1,1,1,1,1,1,1,1,2,110,110,20571,0,1,0.6283488908580251,0.33362099929945543,114.45106999963173,612.0
1730525449,6,,Aggregated,1860.000000,0.000000,1,1,1,1,1,1,1,1,2,110,110,20571,0,1,0.6283488908580251,0.33362099929945543,114.45106999963173,612.0
1730525450,7,GET,/,1860.000000,0.000000,1,1,1,1,1,1,1,1,2,110,110,20571,0,1,0.6283488908580251,0.33362099929945543,114.45106999963173,612.0
1730525450,7,,Aggregated,1860.000000,0.000000,1,1,1,1,1,1,1,1,2,110,110,20571,0,1,0.6283488908580251,0.33362099929945543,114.45106999963173,612.0
1730525451,8,GET,/,4026.333333,0.000000,1,1,1,1,1,1,1,1,2,82,110,41358,0,1,0.7041072835659787,0.33362099929945543,114.45106999963173,612.0
