"Time (s)","CPU (%)","MEM (KB)","Bandwidth (KB/s)","Bandwidth Utilization (%)","Open Sockets"
0,77.8,1602,93144.8,7.28,9
5,77.8,1614,95111.6,7.43,8
10,68.1,1972,87484.6,6.83,8
16,78.8,2013,95863.2,7.49,10
21,80.2,2013,98223.3,7.67,8
26,76.4,1990,94322.6,7.37,6
31,77.2,1989,94046.7,7.35,6
36,80.6,2011,93775.7,7.33,10
42,77.2,2013,94458.9,7.38,9
47,61.1,1979,76603.8,5.98,9
52,72.5,2011,91485.4,7.15,7
57,80.0,1978,51729.2,4.04,10
