"Time (s)","CPU (%)","MEM (kB)"
0,470.6,3054
5,414.6,3290
10,470.5,3294
15,488.0,3301
20,447.3,3310
25,476.0,3310
31,446.8,3310
36,490.8,3313
41,474.7,3313
46,386.8,3321
51,480.4,3325
57,470.8,3325
62,469.5,3329
67,441.3,3338
72,426.2,3357
77,428.6,3370
83,461.4,3378
88,489.4,3385
93,476.6,3385
98,483.2,3386
103,472.1,3385
109,464.2,3385
114,401.2,3385
119,400.0,3386
