Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1730525866,72,GET,/,15711.400000,0.000000,2,2,2,2,4,4,4,7,10,88,94,1000537,0,1,1.52129428300732,0.24721299996599555,115.8428160015319,612.0
1730525866,72,,Aggregated,15711.400000,0.000000,2,2,2,2,4,4,4,7,10,88,94,1000537,0,1,1.52129428300732,0.24721299996599555,115.8428160015319,612.0
1730525867,73,GET,/,15711.400000,0.000000,2,2,2,2,4,4,4,7,10,88,94,1000537,0,1,1.52129428300732,0.24721299996599555,115.8428160015319,612.0
1730525867,73,,Aggregated,15711.400000,0.000000,2,2,2,2,4,4,4,7,10,88,94,1000537,0,1,1.52129428300732,0.24721299996599555,115.8428160015319,612.0
1730525868,74,GET,/,15764.200000,0.000000,2,2,2,2,4,4,4,7,11,89,95,1048043,0,1,1.5648957394095813,0.24721299996599555,115.8428160015319,612.0
1730525868,74,,Aggregated,15764.200000,0.000000,2,2,2,2,4,4,4,7,11,89,95,1048043,0,1,1.5648957394095813,0.24721299996599555,115.8428160015319,612.0
1730525869,75,GET,/,15764.200000,0.000000,2,2,2,2,4,4,4,7,11,89,95,1048043,0,1,1.5648957394095813,0.24721299996599555,115.8428160015319,612.0
1730525869,75,,Aggregated,15764.200000,0.000000,2,2,2,2,4,4,4,7,11,89,95,1048043,0,1,1.5648957394095813,0.24721299996599555,115.8428160015319,612.0
1730525870,76,GET,/,15764.200000,0.000000,2,2,2,2,4,4,4,7,11,89,95,1048043,0,1,1.5648957394095813,0.24721299996599555,115.8428160015319,612.0
1730525870,76,,Aggregated,15764.200000,0.000000,2,2,2,2,4,4,4,7,11,89,95,1048043,0,1,1.5648957394095813,0.24721299996599555,115.8428160015319,612.0
1730525871,77,GET,/,15792.500000,0.000000,2,2,2,2,4,4,4,7,11,89,95,1095774,0,1,1.6091622304526012,0.24721299996599555,115.8428160015319,612.0
1730525871,77,,Aggregated,15792.500000,0.000000,2,2,2,2,4,4,4,7,11,89,95,1095774,0,1,1.6091622304526012,0.24721299996599555,115.8428160015319,612.0
1730525872,78,GET,/,15792.500000,0.000000,2,2,2,2,4,4,4,7,11,89,95,1095774,0,1,1.6091622304526012,0.24721299996599555,115.8428160015319,612.0
1730525872,78,,Aggregated,15792.500000,0.000000,2,2,2,2,4,4,4,7,11,89,95,1095774,0,1,1.6091622304526012,0.24721299996599555,115.8428160015319,612.0
1730525873,79,GET,/,15792.500000,0.000000,2,2,2,2,4,4,4,7,11,89,95,1095774,0,1,1.6091622304526012,0.24721299996599555,115.8428160015319,612.0
1730525873,79,,Aggregated,15792.500000,0.000000,2,2,2,2,4,4,4,7,11,89,95,1095774,0,1,1.6091622304526012,0.24721299996599555,115.8428160015319,612.0
