"Time (s)","CPU (%)","MEM (KB)","Bandwidth (KB/s)","Bandwidth Utilization (%)","Open Sockets"
0,106,15467,10425.8,0.81,0
6,788,90684,15747.1,1.23,208
11,801.6,91242,15774.5,1.23,194
16,821.1,91525,15796.5,1.23,208
21,807.9,91762,15802.9,1.23,208
27,813.6,92088,15784.9,1.23,208
32,794.9,92157,15813.7,1.24,208
37,813.8,92374,15818.8,1.24,208
42,807.3,92401,15726.5,1.23,202
48,808.1,92462,15803.3,1.23,194
53,800.2,92561,15693.9,1.23,199
58,794.7,92620,15721,1.23,208
63,814.2,92736,15517.4,1.21,201
69,800.8,92757,15513.2,1.21,208
74,801.6,92890,15479.9,1.21,207
79,814.4,92930,15501.2,1.21,206
84,794.5,92953,15530.3,1.21,208
90,800.8,92946,15643,1.22,208
95,800.4,93108,15609.4,1.22,208
100,795.1,93077,15607,1.22,208
105,808.3,93014,15509.4,1.21,207
111,801.6,93187,15504,1.21,202
116,801.6,93156,15487.7,1.21,207
121,393.3,93114,1743.76,0.14,208
