"Time (s)","CPU (%)","MEM (KB)","Bandwidth (KB/s)","Bandwidth Utilization (%)","Open Sockets"
0,99.5,15372,19165.9,1.50,0
5,1221.1,145284,28001.6,2.19,592
16,1201.8,146734,28510.8,2.23,570
26,1200.8,147188,28993.5,2.27,616
37,1182.7,147454,29018.1,2.27,615
47,1215.8,147716,28982.8,2.26,616
57,1208.9,147839,28823.7,2.25,615
68,1202.2,148099,28690.8,2.24,610
78,1214,148313,28792.2,2.25,605
89,1207.9,148324,28582.3,2.23,597
99,1208.3,148444,29000.8,2.27,588
110,1220.7,148568,28595.1,2.23,594
120,100,148619,7108.44,0.56,604
