"Time (s)","CPU (%)","MEM (KB)","Bandwidth (KB/s)","Bandwidth Utilization (%)","Open Sockets"
0,105.8,15332,12812.8,1.00,0
5,975,100690,18760.8,1.47,161
10,982.3,101585,18754.4,1.47,210
15,1007.7,101832,18768.3,1.47,210
21,1015.4,102048,18734.2,1.46,207
26,993.9,102146,18751.2,1.46,210
31,1001.2,102373,18737.8,1.46,210
36,1007.7,102367,18471.7,1.44,210
42,1008.7,102524,18723.9,1.46,207
47,971,102535,19003.2,1.48,196
52,1008.3,102731,18858.5,1.47,210
57,1014.8,102827,18815.7,1.47,210
63,1015.2,102889,18685.2,1.46,210
68,1007.3,102981,18572.6,1.45,210
73,1001.2,103075,18880.5,1.48,188
78,995.3,103144,18695,1.46,210
84,1001,103167,18834.3,1.47,189
89,1007.1,103123,18809.5,1.47,208
94,958.2,103293,18559.8,1.45,206
99,1001,103348,18636.8,1.46,210
105,1002,103366,18220.2,1.42,205
110,1001.6,103472,18679.5,1.46,208
115,994.5,103488,18770.3,1.47,210
121,500,103521,1953.07,0.15,200
